"orderID";"customerID";"employeeID";"orderDate";"requiredDate";"shippedDate";"shipVia";"freight"
10578;"BSBEV";4;"1997-06-24";"1997-07-22";"1997-07-25";3;296.0
10579;"LETSS";1;"1997-06-25";"1997-07-23";"1997-07-04";2;1373.0
10580;"OTTIK";4;"1997-06-26";"1997-07-24";"1997-07-01";3;7589.0
10581;"FAMIA";3;"1997-06-26";"1997-07-24";"1997-07-02";1;301.0
10582;"BLAUS";3;"1997-06-27";"1997-07-25";"1997-07-14";2;2771.0
10583;"WARTH";2;"1997-06-30";"1997-07-28";"1997-07-04";2;728.0
10584;"BLONP";4;"1997-06-30";"1997-07-28";"1997-07-04";1;5914.0
10585;"WELLI";7;"1997-07-01";"1997-07-29";"1997-07-10";1;1341.0
10586;"REGGC";9;"1997-07-02";"1997-07-30";"1997-07-09";1;48.0
10587;"QUEDE";1;"1997-07-02";"1997-07-30";"1997-07-09";1;6252.0
10588;"QUICK";2;"1997-07-03";"1997-07-31";"1997-07-10";3;19467.0
10589;"GREAL";8;"1997-07-04";"1997-08-01";"1997-07-14";2;442.0
10590;"MEREP";4;"1997-07-07";"1997-08-04";"1997-07-14";3;4477.0
10591;"VAFFE";1;"1997-07-07";"1997-07-21";"1997-07-16";1;5592.0
10592;"LEHMS";3;"1997-07-08";"1997-08-05";"1997-07-16";1;321.0
10593;"LEHMS";7;"1997-07-09";"1997-08-06";"1997-08-13";2;1742.0
10594;"OLDWO";3;"1997-07-09";"1997-08-06";"1997-07-16";2;524.0
10595;"ERNSH";2;"1997-07-10";"1997-08-07";"1997-07-14";1;9678.0
10596;"WHITC";8;"1997-07-11";"1997-08-08";"1997-08-12";1;1634.0
10597;"PICCO";7;"1997-07-11";"1997-08-08";"1997-07-18";3;3512.0
10598;"RATTC";1;"1997-07-14";"1997-08-11";"1997-07-18";3;4442.0
10599;"BSBEV";6;"1997-07-15";"1997-08-26";"1997-07-21";3;2998.0
10600;"HUNGC";4;"1997-07-16";"1997-08-13";"1997-07-21";1;4513.0
10601;"HILAA";7;"1997-07-16";"1997-08-27";"1997-07-22";1;583.0
10602;"VAFFE";8;"1997-07-17";"1997-08-14";"1997-07-22";2;292.0
10603;"SAVEA";8;"1997-07-18";"1997-08-15";"1997-08-08";2;4877.0
10604;"FURIB";1;"1997-07-18";"1997-08-15";"1997-07-29";1;746.0
10605;"MEREP";1;"1997-07-21";"1997-08-18";"1997-07-29";2;37913.0
10606;"TRADH";4;"1997-07-22";"1997-08-19";"1997-07-31";3;794.0
10607;"SAVEA";5;"1997-07-22";"1997-08-19";"1997-07-25";1;20024.0
10608;"TOMSP";4;"1997-07-23";"1997-08-20";"1997-08-01";2;2779.0
10609;"DUMON";7;"1997-07-24";"1997-08-21";"1997-07-30";2;185.0
10610;"LAMAI";8;"1997-07-25";"1997-08-22";"1997-08-06";1;2678.0
10611;"WOLZA";6;"1997-07-25";"1997-08-22";"1997-08-01";2;8065.0
10612;"SAVEA";1;"1997-07-28";"1997-08-25";"1997-08-01";2;54408.0
10613;"HILAA";4;"1997-07-29";"1997-08-26";"1997-08-01";2;811.0
10614;"BLAUS";8;"1997-07-29";"1997-08-26";"1997-08-01";3;193.0
10615;"WILMK";2;"1997-07-30";"1997-08-27";"1997-08-06";3;75.0
10616;"GREAL";1;"1997-07-31";"1997-08-28";"1997-08-05";2;11653.0
10617;"GREAL";4;"1997-07-31";"1997-08-28";"1997-08-04";2;1853.0
10618;"MEREP";1;"1997-08-01";"1997-09-12";"1997-08-08";1;15468.0
10619;"MEREP";3;"1997-08-04";"1997-09-01";"1997-08-07";3;9105.0
10620;"LAUGB";2;"1997-08-05";"1997-09-02";"1997-08-14";3;94.0
10621;"ISLAT";4;"1997-08-05";"1997-09-02";"1997-08-11";2;2373.0
10622;"RICAR";4;"1997-08-06";"1997-09-03";"1997-08-11";3;5097.0
10623;"FRANK";8;"1997-08-07";"1997-09-04";"1997-08-12";2;9718.0
10624;"THECR";4;"1997-08-07";"1997-09-04";"1997-08-19";2;948.0
10625;"ANATR";3;"1997-08-08";"1997-09-05";"1997-08-14";1;439.0
