"orderID";"productID";"unitPrice";"quantity";"discount"
10597;57;195.0;20;0.0
10597;65;2105.0;12;2.0
10598;27;439.0;50;0.0
10598;71;215.0;9;0.0
10599;62;493.0;10;0.0
10600;54;745.0;4;0.0
10600;73;15.0;30;0.0
10601;13;6.0;60;0.0
10601;59;55.0;35;0.0
10602;77;13.0;5;25.0
10603;22;21.0;48;0.0
10603;49;20.0;25;5.0
10604;48;1275.0;6;1.0
10604;76;18.0;10;1.0
10605;16;1745.0;30;5.0
10605;59;55.0;20;5.0
10605;60;34.0;70;5.0
10605;71;215.0;15;5.0
10606;4;22.0;20;2.0
10606;55;24.0;20;2.0
10606;62;493.0;10;2.0
10607;7;30.0;45;0.0
10607;17;39.0;100;0.0
10607;33;25.0;14;0.0
10607;40;184.0;42;0.0
10607;72;348.0;12;0.0
10608;56;38.0;28;0.0
10609;1;18.0;3;0.0
10609;10;31.0;10;0.0
10609;21;10.0;6;0.0
10610;36;19.0;21;25.0
10611;1;18.0;6;0.0
10611;2;19.0;10;0.0
10611;60;34.0;15;0.0
10612;10;31.0;70;0.0
10612;36;19.0;55;0.0
10612;49;20.0;18;0.0
10612;60;34.0;40;0.0
10612;76;18.0;80;0.0
10613;13;6.0;8;1.0
10613;75;775.0;40;0.0
10614;11;21.0;14;0.0
10614;21;10.0;8;0.0
10614;39;18.0;5;0.0
10615;55;24.0;5;0.0
10616;38;2635.0;15;5.0
10616;56;38.0;14;0.0
10616;70;15.0;15;5.0
10616;71;215.0;15;5.0
10617;59;55.0;30;15.0
10618;6;25.0;70;0.0
10618;56;38.0;20;0.0
10618;68;125.0;15;0.0
10619;21;10.0;42;0.0
10619;22;21.0;40;0.0
10620;24;45.0;5;0.0
10620;52;7.0;5;0.0
10621;19;92.0;5;0.0
10621;23;9.0;10;0.0
10621;70;15.0;20;0.0
10621;71;215.0;15;0.0
10622;2;19.0;20;0.0
10622;68;125.0;18;2.0
10623;14;2325.0;21;0.0
10623;19;92.0;15;1.0
10623;21;10.0;25;1.0
10623;24;45.0;3;0.0
10623;35;18.0;30;1.0
10624;28;456.0;10;0.0
10624;29;12379.0;6;0.0
10624;44;1945.0;10;0.0
10625;14;2325.0;3;0.0
10625;42;14.0;5;0.0
10625;60;34.0;10;0.0
